,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/10/19,H,Crystal Palace,(11.),Everton ,Everton (12.),0:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Jeffrey Schlupp
1,2,8/18/19,A,Crystal Palace,(13.),Sheffield Utd. ,Sheffield Utd. (9.),1:0,RM,,,,,,25',,,,Jeffrey Schlupp
2,3,8/24/19,A,Crystal Palace,(14.),Man Utd ,Man Utd (4.),1:2,LW,,1,,,,80',,,,Jeffrey Schlupp
3,4,8/31/19,H,Crystal Palace,(10.),Aston Villa ,Aston Villa (16.),1:0,LW,,1,,,,84',,,,Jeffrey Schlupp
4,5,9/14/19,A,Crystal Palace,(4.),Spurs ,Spurs (9.),4:0,CM,,,,,,90',,,,Jeffrey Schlupp
5,6,9/22/19,H,Crystal Palace,(12.),Wolves ,Wolves (19.),1:1,LM,,,,,,90',,,,Jeffrey Schlupp
6,7,9/28/19,H,Crystal Palace,(12.),Norwich ,Norwich (16.),2:0,LM,,,89',,,90',,,,Jeffrey Schlupp
7,8,10/5/19,A,Crystal Palace,(9.),West Ham ,West Ham (5.),1:2,LM,,,,,,90',,,,Jeffrey Schlupp
8,9,10/19/19,H,Crystal Palace,(6.),Man City ,Man City (2.),0:2,LM,,,,,,55',,,,Jeffrey Schlupp
9,10,10/27/19,A,Crystal Palace,(6.),Arsenal ,Arsenal (5.),2:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Jeffrey Schlupp
10,11,11/3/19,H,Crystal Palace,(6.),Leicester ,Leicester (3.),0:2,CM,,,54',,,90',,,,Jeffrey Schlupp
11,12,11/9/19,A,Crystal Palace,(9.),Chelsea ,Chelsea (4.),2:0,CM,,,,,,20',,,,Jeffrey Schlupp
12,13,11/23/19,H,Crystal Palace,(12.),Liverpool ,Liverpool (1.),1:2,CM,,,,,,18',,,,Jeffrey Schlupp
13,14,11/30/19,A,Crystal Palace,(13.),Burnley ,Burnley (7.),0:2,RM,1,,,,,21',,,,Jeffrey Schlupp
14,15,12/3/19,H,Crystal Palace,(11.),Bournemouth ,Bournemouth (12.),1:0,LB,1,,,,,61',,,,Jeffrey Schlupp
15,16,12/7/19,A,Crystal Palace,(7.),Watford ,Watford (20.),0:0,LB,,,,,,45',,,,Jeffrey Schlupp
16,17,12/16/19,H,Crystal Palace,(10.),Brighton ,Brighton (12.),1:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
17,18,12/21/19,A,Crystal Palace,(9.),Newcastle ,Newcastle (11.),1:0,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
18,19,12/26/19,H,Crystal Palace,(12.),West Ham ,West Ham (16.),2:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
19,20,12/28/19,A,Crystal Palace,(9.),Southampton ,Southampton (14.),1:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
20,21,1/1/20,A,Crystal Palace,(9.),Norwich ,Norwich (20.),1:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
21,22,1/11/20,H,Crystal Palace,(9.),Arsenal ,Arsenal (10.),1:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
22,23,1/18/20,A,Crystal Palace,(9.),Man City ,Man City (2.),2:2,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
23,24,1/21/20,H,Crystal Palace,(9.),Southampton ,Southampton (13.),0:2,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
24,25,2/1/20,H,Crystal Palace,(11.),Sheffield Utd. ,Sheffield Utd. (8.),0:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
25,26,2/8/20,A,Crystal Palace,(14.),Everton ,Everton (9.),3:1,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,Hip Injury,,,Jeffrey Schlupp
26,27,2/22/20,H,Crystal Palace,(14.),Newcastle ,Newcastle (13.),1:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Jeffrey Schlupp
27,28,2/29/20,A,Crystal Palace,(13.),Brighton ,Brighton (15.),0:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Jeffrey Schlupp
28,29,3/7/20,H,Crystal Palace,(12.),Watford ,Watford (17.),1:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Jeffrey Schlupp
