,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/9/19,H,Liverpool,(1.),Norwich ,Norwich (20.),4:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
1,2,8/17/19,A,Liverpool,(3.),Southampton ,Southampton (18.),1:2,CB,,,,,,90',,,,Joel Matip
2,3,8/24/19,H,Liverpool,(1.),Arsenal ,Arsenal (2.),3:1,CB,1,,,,,90',,,,Joel Matip
3,4,8/31/19,A,Liverpool,(1.),Burnley ,Burnley (6.),0:3,CB,,,,,,90',,,,Joel Matip
4,5,9/14/19,H,Liverpool,(1.),Newcastle ,Newcastle (14.),3:1,CB,,,,,,90',,,,Joel Matip
5,6,9/22/19,A,Liverpool,(1.),Chelsea ,Chelsea (6.),1:2,CB,,,,,,90',,,,Joel Matip
6,7,9/28/19,A,Liverpool,(1.),Sheffield Utd. ,Sheffield Utd. (10.),0:1,CB,,,,,,90',,,,Joel Matip
7,8,10/5/19,H,Liverpool,(1.),Leicester ,Leicester (3.),2:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Joel Matip
8,9,10/20/19,A,Liverpool,(1.),Man Utd ,Man Utd (12.),1:1,CB,,,,,,90',,,,Joel Matip
9,10,10/27/19,H,Liverpool,(1.),Spurs ,Spurs (7.),2:1,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
10,11,11/2/19,A,Liverpool,(1.),Aston Villa ,Aston Villa (15.),1:2,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
11,12,11/10/19,H,Liverpool,(1.),Man City ,Man City (2.),3:1,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
12,13,11/23/19,A,Liverpool,(1.),Crystal Palace ,Crystal Palace (12.),1:2,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
13,14,11/30/19,H,Liverpool,(1.),Brighton ,Brighton (12.),2:1,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
14,15,12/4/19,H,Liverpool,(1.),Everton ,Everton (17.),5:2,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
15,16,12/7/19,A,Liverpool,(1.),Bournemouth ,Bournemouth (14.),0:3,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
16,17,12/14/19,H,Liverpool,(1.),Watford ,Watford (20.),2:0,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
17,19,12/26/19,A,Liverpool,(1.),Leicester ,Leicester (2.),0:4,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
18,20,12/29/19,H,Liverpool,(1.),Wolves ,Wolves (5.),1:0,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
19,21,1/2/20,H,Liverpool,(1.),Sheffield Utd. ,Sheffield Utd. (8.),2:0,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
20,22,1/11/20,A,Liverpool,(1.),Spurs ,Spurs (6.),0:1,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Joel Matip
21,23,1/19/20,H,Liverpool,(1.),Man Utd ,Man Utd (5.),2:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
22,24,1/23/20,A,Liverpool,(1.),Wolves ,Wolves (6.),1:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
23,18,1/29/20,A,Liverpool,(1.),West Ham ,West Ham (15.),0:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
24,25,2/1/20,H,Liverpool,(1.),Southampton ,Southampton (9.),4:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
25,26,2/15/20,A,Liverpool,(1.),Norwich ,Norwich (20.),0:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Joel Matip
26,27,2/24/20,H,Liverpool,(1.),West Ham ,West Ham (18.),3:2,CB,,,,,,1',,,,Joel Matip
27,28,2/29/20,A,Liverpool,(1.),Watford ,Watford (19.),3:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
28,29,3/7/20,H,Liverpool,(1.),Bournemouth ,Bournemouth (18.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joel Matip
